,food_id,flavor_name,food_name,orig_content,flavor_group,normalized
2061,487,lemon peel,Snapper,1655.0,fruity,0.11019
2068,489,lemon peel,Spelt,1625.0,fruity,0.38434
2074,490,lemon peel,Spirulina,2627.0,fruity,0.12459
2080,493,lemon peel,Strawberry guava,73.5,fruity,0.15123
2086,494,lemon peel,Greater sturgeon,2406.0,fruity,0.11017
2092,495,lemon peel,White sucker,1353.0,fruity,0.11023
2099,497,lemon peel,Pumpkinseed sunfish,1565.0,fruity,0.11015
2105,498,lemon peel,Swordfish,1535.0,fruity,0.11018
2111,499,lemon peel,Taro,234.25,fruity,0.04086
2119,500,lemon peel,Teff,857.0,fruity,0.19477
2125,501,lemon peel,Tilefish,1485.0,fruity,0.11019
2131,504,lemon peel,"Salmonidae (Salmon, Trout)",7696.0,fruity,0.12423
2137,505,lemon peel,Turkey,2531.0,fruity,0.16084
2143,506,lemon peel,"Cattle (Beef, Veal)",1010930.0,fruity,0.13146
2149,507,lemon peel,Walleye,1545.0,fruity,0.11021
2155,508,lemon peel,Alaska pollock,1293.0,fruity,0.11315
2162,511,lemon peel,Whelk,3547.0,fruity,0.15774
2168,514,lemon peel,Whitefish,6447.0,fruity,0.1326
2174,515,lemon peel,Whiting,1478.0,fruity,0.11018
2180,516,lemon peel,Wild rice,659.0,fruity,0.12574
2186,518,lemon peel,Winged bean,6365.85,fruity,0.20599
2192,519,lemon peel,Yam,268.0,fruity,0.16962
2198,520,lemon peel,Jicama,315.0,fruity,0.20352
2204,522,lemon peel,Yellowfin tuna,1815.0,fruity,0.11023
2210,523,lemon peel,Yellowtail amberjack,1867.0,fruity,0.11015
2216,525,lemon peel,Albacore tuna,3546.0,fruity,0.11014
2222,526,lemon peel,Gadus (Common cod),9840.0,fruity,0.1373
2228,527,lemon peel,Atlantic halibut,2760.0,fruity,0.11917
2234,530,lemon peel,Smelt,2360.0,fruity,0.13817
2240,531,lemon peel,"Clupeinae (Herring, Sardine, Sprat)",15520.0,fruity,0.13213
2246,532,lemon peel,Spiny lobster,1549.0,fruity,0.10399
2252,533,lemon peel,Snow crab,1392.0,fruity,0.10403
2258,534,lemon peel,Black-eyed pea,2087.0,fruity,0.11108
2264,535,lemon peel,Deer,10466.0,fruity,0.14189
2270,536,lemon peel,Macadamia nut,1329.75,fruity,0.20532
2276,537,lemon peel,Percoidei (Bass and others),4575.0,fruity,0.1102
2282,538,lemon peel,Perciformes,1620.0,fruity,0.1102
2288,540,lemon peel,Rabbit,4459.0,fruity,0.1397
2297,544,lemon peel,"Bivalvia (Clam, Mussel, Oyster)",4912.0,fruity,0.14892
2303,545,lemon peel,Squid,1418.0,fruity,0.13474
2309,546,lemon peel,Shrimp,11271.0,fruity,0.14396
2315,547,lemon peel,Crayfish,2146.0,fruity,0.10408
2321,548,lemon peel,Flatfish,2426.0,fruity,0.12046
2327,549,lemon peel,Domestic pig,453660.0,fruity,0.13989
2333,552,lemon peel,Oriental wheat,2293.0,fruity,0.38223
2339,553,lemon peel,Yardlong bean,1840.0,fruity,0.0964
2346,555,lemon peel,Quail,2491.0,fruity,0.10908
2352,557,lemon peel,Persian lime,30.0,fruity,0.26838
2359,558,lemon peel,Feijoa,26.0,fruity,0.125
2365,561,lemon peel,Common mushroom,1269.0,fruity,0.13084
2371,562,lemon peel,Shiitake,727.0,fruity,0.15225
2377,563,lemon peel,Purple laver,251.0,fruity,0.11713
2383,564,lemon peel,Wakame,92.0,fruity,0.12958
2389,565,lemon peel,Enokitake,60.0,fruity,0.06977
2395,567,lemon peel,Oyster mushroom,382.0,fruity,0.13432
2401,569,lemon peel,Maitake,60.0,fruity,0.11236
2407,571,lemon peel,Spot croaker,1494.0,fruity,0.11019
2413,575,lemon peel,Wheat,49930.0,fruity,0.32366
2420,577,lemon peel,Agave,13.0,fruity,0.11304
2426,580,lemon peel,Anchovy,1080.0,fruity,0.1374
2432,587,lemon peel,Crab,5700.0,fruity,0.14438
2438,590,lemon peel,Anatidae,9690.0,fruity,0.17126
2444,591,lemon peel,Anguilliformes,3120.0,fruity,0.13991
2450,593,lemon peel,Garfish,1500.0,fruity,0.12
2456,597,lemon peel,Lemon sole,2200.0,fruity,0.14676
2462,598,lemon peel,Clawed lobster,4940.0,fruity,0.14394
2468,600,lemon peel,"Scombridae (Bonito, Mackerel, Tuna)",5020.0,fruity,0.12358
2474,601,lemon peel,Marine mussel,4400.0,fruity,0.14226
2480,603,lemon peel,Norway lobster,1700.0,fruity,0.14505
2486,606,lemon peel,True oyster,340.0,fruity,0.12879
2492,608,lemon peel,Persimmon,54.0,fruity,0.16216
