,food_id,flavor_name,food_name,orig_content,flavor_group,normalized
2540,630,diphenyl oxide,Liquor,396.0,green,0.00154
2548,631,diphenyl oxide,Cheese,212889.0,green,0.16287
2554,632,diphenyl oxide,Milk (Cow),318452.0,green,0.16622
2561,633,diphenyl oxide,Eggs,51108.0,green,0.14149
2567,634,diphenyl oxide,Yogurt,5888.0,green,0.1326
2574,638,diphenyl oxide,Bean,1063.0,green,0.099
2582,640,undergrowth,Whisky,0.170757575,green,0.0
2585,641,diphenyl oxide,Ice cream,2902.0,green,0.12968
2593,643,diphenyl oxide,Honey,8.0,green,0.06244
2602,645,undergrowth,Vinegar,0.07665143,green,0.00038
2607,646,undergrowth,Rum,0.043000003,green,0.0
2617,654,diphenyl oxide,Cake,7970.0,green,0.11313
2624,655,diphenyl oxide,Pizza,13472.0,green,0.11552
2630,656,diphenyl oxide,Ymer,1300.0,green,0.1603
2636,657,diphenyl oxide,Other snack food,10402.0,green,0.11261
2642,659,diphenyl oxide,Crisp bread,2848.0,green,0.08254
2648,660,diphenyl oxide,Pastry,16982.0,green,0.10702
2655,663,diphenyl oxide,Marzipan,640.0,green,0.10738
2661,664,diphenyl oxide,Salad dressing,1420.0,green,0.1535
2667,665,diphenyl oxide,Sauce,1155.0,green,0.12628
2674,667,diphenyl oxide,Butter,207.0,green,0.1393
2680,669,diphenyl oxide,Cream,3020.0,green,0.14128
2686,671,diphenyl oxide,Sausage,46411.0,green,0.09371
2692,673,diphenyl oxide,Mustard,360.0,green,0.11043
2698,674,diphenyl oxide,Pate,2200.0,green,0.09588
2704,677,diphenyl oxide,Meat bouillon,1016.0,green,0.02978
2710,679,diphenyl oxide,Whey,3134.0,green,0.13043
2716,680,diphenyl oxide,Casein,7000.0,green,0.15625
2722,681,diphenyl oxide,Fruit preserve,25.0,green,0.15152
2728,682,diphenyl oxide,Leavening agent,5415.0,green,0.09779
2734,683,diphenyl oxide,Marshmallow,10.0,green,0.00992
2740,684,diphenyl oxide,Gelatin,220.0,green,0.00227
2746,686,diphenyl oxide,Other fish product,2877.0,green,0.11663
2752,687,diphenyl oxide,Milk (Human),53.0,green,0.16159
2758,689,diphenyl oxide,Other beverage,955.0,green,0.10946
2766,690,diphenyl oxide,Baby food,12663.0,green,0.11578
2772,692,diphenyl oxide,Soup,7918.0,green,0.09792
2778,693,diphenyl oxide,Other vegetable product,893.0,green,0.0967
2784,694,diphenyl oxide,Unclassified food or beverage,740.0,green,0.00761
2791,695,diphenyl oxide,Syrup,310.0,green,0.09245
2798,696,diphenyl oxide,Tallow,1750.0,green,0.12536
