,food_id,flavor_name,food_name,orig_content,flavor_group,normalized
2203,522,ketone,Yellowfin tuna,3103.0,chemical,0.18845
2209,523,ketone,Yellowtail amberjack,3194.0,chemical,0.18844
2215,525,ketone,Albacore tuna,6066.0,chemical,0.18842
2221,526,ketone,Gadus (Common cod),15540.0,chemical,0.21683
2227,527,ketone,Atlantic halibut,4800.0,chemical,0.20725
2233,530,ketone,Smelt,3520.0,chemical,0.20609
2239,531,ketone,"Clupeinae (Herring, Sardine, Sprat)",24560.0,chemical,0.20909
2245,532,ketone,Spiny lobster,2658.0,chemical,0.17844
2251,533,ketone,Snow crab,2388.0,chemical,0.17846
2257,534,ketone,Black-eyed pea,2117.0,chemical,0.11268
2263,535,ketone,Deer,13592.0,chemical,0.18427
2269,536,ketone,Macadamia nut,1103.75,chemical,0.17042
2275,537,ketone,Percoidei (Bass and others),7822.0,chemical,0.1884
2281,538,ketone,Perciformes,2770.0,chemical,0.18842
2287,540,ketone,Rabbit,6107.0,chemical,0.19133
2296,544,ketone,"Bivalvia (Clam, Mussel, Oyster)",6170.0,chemical,0.18705
2302,545,ketone,Squid,2010.0,chemical,0.19099
2308,546,ketone,Shrimp,14117.0,chemical,0.18032
2314,547,ketone,Crayfish,3678.0,chemical,0.17838
2320,548,ketone,Flatfish,3919.0,chemical,0.19459
2326,549,ketone,Domestic pig,604357.0,chemical,0.18636
2332,552,ketone,Oriental wheat,781.0,chemical,0.13019
2338,553,ketone,Yardlong bean,3025.05,chemical,0.15849
2345,555,ketone,Quail,3993.0,chemical,0.17485
2351,557,ketone,Persian lime,24.0,chemical,0.21471
2358,558,ketone,Feijoa,52.0,chemical,0.25
2364,561,ketone,Common mushroom,2649.0,chemical,0.27312
2370,562,ketone,Shiitake,1055.0,chemical,0.22094
2376,563,ketone,Purple laver,651.0,chemical,0.30378
2382,564,ketone,Wakame,136.0,chemical,0.19155
2388,565,ketone,Enokitake,190.0,chemical,0.22093
2394,567,ketone,Oyster mushroom,759.0,chemical,0.26688
2400,569,ketone,Maitake,124.0,chemical,0.23221
2406,571,ketone,Spot croaker,2555.0,chemical,0.18844
2412,575,ketone,Wheat,20474.5039558,chemical,0.13272
2419,577,ketone,Agave,24.0,chemical,0.2087
2425,580,ketone,Anchovy,1540.0,chemical,0.19593
2431,587,ketone,Crab,8800.0,chemical,0.2229
2437,590,ketone,Anatidae,12140.0,chemical,0.21456
2443,591,ketone,Anguilliformes,4600.0,chemical,0.20628
2449,593,ketone,Garfish,2800.0,chemical,0.224
2455,597,ketone,Lemon sole,3700.0,chemical,0.24683
2461,598,ketone,Clawed lobster,7800.0,chemical,0.22727
2467,600,ketone,"Scombridae (Bonito, Mackerel, Tuna)",8260.0,chemical,0.20335
2473,601,ketone,Marine mussel,5840.0,chemical,0.18881
2479,603,ketone,Norway lobster,2600.0,chemical,0.22184
2485,606,ketone,True oyster,520.0,chemical,0.19697
2491,608,ketone,Persimmon,70.0,chemical,0.21021
2497,610,ketone,"Pleuronectidae (Dab, Halibut, Plaice)",2400.0,chemical,0.20548
2503,618,ketone,True sole,1300.0,chemical,0.19969
2509,619,ketone,Catfish,3300.0,chemical,0.18955
2515,621,ketone,Thunnus,19172.0,chemical,0.20547
2521,622,ketone,Walnut,730.0,chemical,0.17633
2526,624,ketone,"Columbidae (Dove, Pigeon)",2300.0,chemical,0.24731
2530,626,mercaptan,Grape wine,1.0035082700000002,chemical,0.0
2544,630,ketone,Liquor,295.0,chemical,0.00115
2552,631,ketone,Cheese,122428.0,chemical,0.09366
2558,632,ketone,Milk (Cow),246873.0,chemical,0.12886
2565,633,ketone,Eggs,70237.0,chemical,0.19445
2572,634,ketone,Yogurt,4714.0,chemical,0.10616
2578,638,ketone,Bean,1659.0,chemical,0.15451
2590,641,ketone,Ice cream,2499.0,chemical,0.11167
